basDt,bizYear,crno,enpBzopPft,enpCptlAmt,enpCrtmNpf,enpSaleAmt,enpTastAmt,enpTcptAmt,enpTdbtAmt,fnclDcd,fnclDcdNm,fnclDebtRto,iclsPalClcAmt
20191231,2019,1942110064593,0,50,40,1206,2579,1598,981,110,요약연결재무제표,61.39,52
20161231,2016,1358110163732,71397,70000,44830,2858389,1729801,346418,1383383,120,요약별도재무정보,399.3392375684,45445
20171231,2017,1358110163732,55010,70000,23542,3810570,1812597,369961,1442636,120,요약별도재무정보,389.9427236924,23542
20181231,2018,1358110163732,83594,70000,40203,3127268,1879192,409885,1469307,120,요약별도재무정보,358.468106908,40768
20191231,2019,1358110163732,95650,70000,45758,3864949,2107578,455644,1651934,120,요약별도재무정보,362.549270922,46319
20161231,2016,1942110058249,76,220,74,2117,1215,980,235,110,요약연결재무제표,23.98,74
20171231,2017,1942110058249,24,220,26,2970,1765,992,773,110,요약연결재무제표,77.92,26
20181231,2018,1942110058249,13,220,25,2011,1944,1013,931,110,요약연결재무제표,91.91,25
20191231,2019,1942110058249,50,220,48,1238,2123,1058,1065,110,요약연결재무제표,100.66,48
20201231,2020,1942110058249,71,220,53,1847,2116,1106,1010,110,요약연결재무제표,91.32,53
20201231,2020,1942110307555,164463,20000,151508,785999,503831,223912,279919,120,요약별도재무정보,125.0129515166,164707
20161231,2016,1341110002258,142501147213,17200000000,137991305681,2010658195588,1592713366095,1035202421856,557510944239,ifrs_ConsolidatedMember,연결요약재무제표,.5385525888,183417882198
20161231,2016,1341110002258,125859757119,17200000000,119661525450,1959104904147,1342747781658,868497898447,474249883211,ifrs_SeparateMember,별도요약재무제표,.546057606,155119568606
20171231,2017,1341110002258,146055183226,17200000000,132382442675,2126150492294,1721705316486,1151580693412,570124623074,ifrs_ConsolidatedMember,연결요약재무제표,.4950800464,180330146185
20171231,2017,1341110002258,129473402625,17200000000,104168345575,2050191923371,1405801127094,965388013020,440413114074,ifrs_SeparateMember,별도요약재무제표,.4562032138,142050613711
20181231,2018,1341110002258,151725094703,18026185000,160829136727,2246764231443,2063478708237,1275658601723,787820106514,ifrs_ConsolidatedMember,연결요약재무제표,.617579112,201834340401
20181231,2018,1341110002258,136298400245,18026185000,139426983791,2097129575506,1654457431171,1099081297615,555376133556,ifrs_SeparateMember,별도요약재무제표,.5053094205,174318399871
20191231,2019,1341110002258,148278491049,18026185000,99795074801,2359651224603,2152123515409,1346482441468,805641073941,ifrs_ConsolidatedMember,연결요약재무제표,.5983301743,141990756968
20191231,2019,1341110002258,126105262354,18026185000,95988847307,2108629850819,1701081586665,1162504302073,538577284592,ifrs_SeparateMember,별도요약재무제표,.4632905733,124846199743
20201231,2020,1341110002258,198445222459,18359905000,110380198569,2595880911641,2339299659460,1441924477822,897375181638,ifrs_ConsolidatedMember,연결요약재무제표,.6223454803,177003728970
20201231,2020,1341110002258,155241928210,18359905000,137758585656,2305213296317,1905811761458,1302777657907,603034103551,ifrs_SeparateMember,별도요약재무제표,.462883363,192690014906
20161231,2016,1942110185703,5685,300000,34051,1292761,2040404,1503654,536750,120,요약별도재무정보,35.696376959,34051
20171231,2017,1942110185703,64840,300000,95828,2196797,1756474,1274618,481856,120,요약별도재무정보,37.803953812,95828
20181231,2018,1942110185703,-173932,300000,-155978,1428235,1537763,1118641,419122,120,요약별도재무정보,37.4670694172,-155978
20191231,2019,1942110185703,20,300,34,2853,1713,1152,561,110,요약연결재무제표,48.7,34
20201231,2020,1942110185703,181,300,176,5612,1856,1330,526,110,요약연결재무제표,39.55,176
20181231,2018,1801110496190,68,200,90,646,883,696,187,110,요약연결재무제표,26.87,90
20191231,2019,1801110496190,44,200,63,504,1008,751,257,110,요약연결재무제표,34.22,63
20201231,2020,1801110496190,28,200,49,528,1081,793,288,110,요약연결재무제표,36.32,49
20161231,2016,1942110209686,91011,30000,92921,726810,358829,201050,157779,120,요약별도재무정보,78.4774931609,92921
20181231,2018,1942110209686,42987,30000,44813,797337,275305,203184,72121,120,요약별도재무정보,35.4954130246,44813
20191231,2019,1942110209686,37685,30000,39588,1185136,406495,223596,182899,120,요약별도재무정보,81.7988693894,39588
20201231,2020,1942110209686,58442,30000,50459,1333921,448593,274056,174537,120,요약별도재무정보,63.6866187932,54277
20191231,2019,1101111606023,2268039,200000,1284385,12506828,13765999,3432994,10333005,120,요약별도재무정보,300.9910591163,1350941
20181231,2018,1942110293142,-630,20000,190,0,21190,20190,1000,120,요약별도재무정보,4.9529470034,190
20191231,2019,1942110293142,1351,100000,19158,138137,154357,119348,35009,120,요약별도재무정보,29.3335455977,21476
20161231,2016,2341110076947,7,100,33,571,1399,113,1286,110,요약연결재무제표,1138.05,36
20171231,2017,2341110076947,98,400,102,1576,1914,516,1398,110,요약연결재무제표,270.93,103
20181231,2018,2341110076947,155,400,112,1740,2745,627,2118,110,요약연결재무제표,337.8,113
20171231,2017,1942110102658,-144,200,-155,2026,5072,228,4844,110,요약연결재무제표,2124.56,-155
20181231,2018,1942110102658,-120,199,-131,1333,5151,97,5054,110,요약연결재무제표,5210.31,-131
20191231,2019,1942110102658,-1095,200,2118,1072,2618,2217,401,110,요약연결재무제표,18.09,2118
20201231,2020,1942110102658,-95,200,-56,554,2006,1766,240,110,요약연결재무제표,13.59,-56
20161231,2016,1942110106444,22302,200000,44900,5605464,3748399,1156647,2591752,120,요약별도재무정보,224.0745880117,44900
20201231,2020,1942110106444,267163,200000,582548,7454733,7837871,2667654,5170217,120,요약별도재무정보,193.8113788369,582548
20161231,2016,1942110203282,120,200,143,1873,940,714,226,110,요약연결재무제표,31.65,143
20171231,2017,1942110203282,116,200,202,1869,1574,915,659,110,요약연결재무제표,72.02,204
20181231,2018,1942110203282,300947,200000,345881,2126228,2137555,1256213,881342,120,요약별도재무정보,70.1586434784,373756
20191231,2019,1942110203282,240511,200000,184926,2559274,2165431,1280940,884491,120,요약별도재무정보,69.0501506706,207616
20201231,2020,1942110203282,119673,200000,95575,2292488,2379321,1356516,1022805,120,요약별도재무정보,75.3994055359,104018
20191231,2019,1942110296906,34234,50000,37120,256742,108939,87120,21819,120,요약별도재무정보,25.0447658402,37120
20161231,2016,1942110088080,-122733,50000,-146328,584975,1321474,55211,1266263,120,요약별도재무정보,2293.4976725652,-146328
20181231,2018,1942110088080,21129,50000,10040,691260,1439753,86037,1353716,120,요약별도재무정보,1573.4114392645,10040
20191231,2019,1942110088080,-52883,50000,-16548,486810,1452014,69489,1382525,120,요약별도재무정보,1989.5594986256,-16548
20201231,2020,1942110088080,-64172,50000,-58797,476134,1447742,10692,1437050,120,요약별도재무정보,13440.4227459783,-58797
20171231,2017,1942110181149,102,440,106,2399,1192,771,421,110,요약연결재무제표,54.6,117
20181231,2018,1942110181149,107,440,113,2400,1231,677,554,110,요약연결재무제표,81.83,124
20191231,2019,1942110181149,307,440,309,3191,1612,986,626,110,요약연결재무제표,63.49,322
20201231,2020,1942110181149,494,440,419,3569,2315,1364,951,110,요약연결재무제표,69.72,471
20181231,2018,1942110284026,-66600,20000,-54519,9,74958,-34519,109477,120,요약별도재무정보,-317.1499753758,-54519
20191231,2019,1942110284026,-92300,20000,-91699,337570,119751,-126218,245969,120,요약별도재무정보,-194.8763250883,-91699
20201231,2020,1942110284026,92677,104890,90381,867155,663754,114090,549664,120,요약별도재무정보,481.7810500482,90381
20191231,2019,1942110298291,146589,50000,147356,1477615,584183,197356,386827,120,요약별도재무정보,196.0046818946,147356
20181231,2018,1942110277865,68640,160000,67887,801520,299436,231477,67959,120,요약별도재무정보,29.3588563874,68784
20181231,2018,1955110222186,-35777,120000,-36951,1500,589809,83049,506760,120,요약별도재무정보,610.1939818661,-36951
20191231,2019,1955110222186,19459,120000,10692,286943,781010,93742,687268,120,요약별도재무정보,733.1484286659,10692
20201231,2020,1955110222186,25533,280000,25790,290687,1345658,279531,1066127,120,요약별도재무정보,381.39848532,25822
20161231,2016,1942110256752,-123,50,-32,67,141,18,123,110,요약연결재무제표,683.33,-32
20171231,2017,1942110256752,-62,50,55,416,491,73,418,110,요약연결재무제표,572.6,55
20181231,2018,1942110256752,2,50,13,551,582,86,496,110,요약연결재무제표,576.74,14
20191231,2019,1942110256752,5,100,58,954,921,195,726,110,요약연결재무제표,372.31,64
20201231,2020,1942110256752,28,100,73,1755,1079,268,811,110,요약연결재무제표,302.61,73
20161231,2016,1942110251645,-1213,100000,-2633,878394,690210,97367,592843,120,요약별도재무정보,608.8746700627,-2633
20171231,2017,1942110251645,12018,100000,12381,1485159,497934,109748,388186,120,요약별도재무정보,353.7066734701,13487
20181231,2018,1942110251645,-208474,100000,-206224,1837214,504471,-96475,600946,120,요약별도재무정보,-622.9033428349,-206224
20191231,2019,1942110251645,38748,100000,34554,1889256,443107,-61921,505028,120,요약별도재무정보,-815.6005232473,34554
20201231,2020,1942110251645,209,100,202,2338,632,140,492,110,요약연결재무제표,351.43,205
20191231,2019,1942110282591,-99329,400,-79428,416009,304688,-69891,374579,120,요약별도재무정보,-535.9474038145,-79428
20201231,2020,1942110282591,7966,400,15679,930907,418344,-54212,472556,120,요약별도재무정보,-871.681546521,15679
20191231,2019,1942110289266,60468,15000,59128,300727,180822,64014,116808,120,요약별도재무정보,182.4725841222,59128
20161231,2016,1101111676571,120226,200000,53547,2554437,4388066,1033150,3354916,120,요약별도재무정보,324.7269031602,53547
20171231,2017,1101111676571,82528,200000,5009,3118177,4084400,938160,3146240,120,요약별도재무정보,335.3628378954,5009
20181231,2018,1101111676571,90142,200000,6011,3538219,4569946,944170,3625776,120,요약별도재무정보,384.0172850228,6011
20201231,2020,1101111676571,277980,200000,1122684,4706702,6043660,2423462,3620198,120,요약별도재무정보,149.3812570611,1127667
20191231,2019,1942110332271,-20210,20008,-19892,12000,32622,20008,12614,120,요약별도재무정보,63.0447820871,-19892
20201231,2020,1801111268291,-377,600,-377,0,222,222,0,120,요약별도재무정보,0,-377
20161231,2016,1614110028619,64174,210000,57649,427731,549756,331434,218322,120,요약별도재무정보,65.8719383044,58691
20171231,2017,1614110028619,45,210,49,1564,477,380,97,110,요약연결재무제표,25.53,51
20181231,2018,1614110028619,197,210,190,2324,693,570,123,110,요약연결재무제표,21.58,192
20191231,2019,1614110028619,271,210,254,3029,1393,810,583,110,요약연결재무제표,71.98,261
20201231,2020,1614110028619,576136,210000,530160,2861362,2675047,1340462,1334585,120,요약별도재무정보,99.5615690709,541632
20171231,2017,1942110034132,18,300,15,2022,839,418,421,110,요약연결재무제표,100.72,18
20181231,2018,1942110034132,66,300,79,2218,723,490,233,110,요약연결재무제표,47.55,83
20191231,2019,1942110034132,3,300,14,2027,1189,494,695,110,요약연결재무제표,140.69,21
20201231,2020,1942110034132,-2,300,5,3195,1307,498,809,110,요약연결재무제표,162.45,5
20181231,2018,1341110427654,839298,150000,815564,5292701,2023291,1214723,808568,120,요약별도재무정보,66.5639820765,886141
20191231,2019,1341110427654,1057134,150000,964025,7650265,3514816,2108748,1406068,120,요약별도재무정보,66.6778581414,1083434
20181231,2018,1701110011932,12258809,3000000,10632056,100779372,185583565,165767354,19816211,120,요약별도재무정보,11.9542301435,13128402
20200930,2020,1701110011932,5195027,3000000,5351867,82349969,179324036,167084033,12240003,120,요약별도재무정보,7.3256569046,5821420
20171231,2017,1151710001380,-4620384,0,-3769335,274950142,374017382,227889127,146128255,110,요약연결재무정보,64.12,-3390508
20181231,2018,1151710001380,-723203,0,-1732189,294644101,376026349,223190598,152835751,110,요약연결재무정보,68.48,-909277
20211219,2019,1151710001380,-4609685,0,-12278008,310759419,377729513,195305520,182423993,110,요약연결재무정보,93.4,-4657963
20211219,2020,1151710001380,-6593348,0,-6870890,338656079,372611629,208165909,164445720,110,요약연결재무정보,79,-6870890
20161231,2016,2149140015674,309,30,285,2438,1307,906,401,110,요약연결재무제표,44.26,304
20171231,2017,2149140015674,281,30,277,3450,1684,1183,501,110,요약연결재무제표,42.35,286
20181231,2018,2149140015674,411,30,405,4277,2432,1589,843,110,요약연결재무제표,53.05,435
20191231,2019,2149140015674,717,30,667,6102,3806,2255,1551,110,요약연결재무제표,68.78,726
20161231,2016,2101110131244,137,1000,58,3484,6064,1080,4984,110,요약연결재무제표,461.48,63
20171231,2017,2101110131244,271,1000,153,6529,7285,1233,6052,110,요약연결재무제표,490.84,155
20181231,2018,2101110131244,261506,460000,99398,7354377,7738844,792236,6946608,120,요약별도재무정보,876.835690375,118118
20191231,2019,2101110131244,491,460,300,8718,7775,1092,6683,110,요약연결재무제표,612,305
20201231,2020,2101110131244,431,460,254,7929,9587,1346,8241,110,요약연결재무제표,612.26,286
20181231,2018,2149110055288,-3481,30000,-3481,58227,122085,26519,95566,120,요약별도재무정보,360.3680380104,-3481
20191231,2019,2149110055288,28,100,28,1743,754,124,630,110,요약연결재무제표,508.06,28
20201231,2020,2149110055288,18,100,18,3717,1737,141,1596,110,요약연결재무제표,1131.91,20
20161231,2016,2149110020033,96749,150000,112907,507197,1558718,1283955,274763,120,요약별도재무정보,21.3997375297,126741
20171231,2017,2149110020033,112233,150000,122487,590870,1648964,1406443,242521,120,요약별도재무정보,17.2435711934,136261
20181231,2018,2149110020033,-52134,150000,-21214,435216,1739248,1385228,354020,120,요약별도재무정보,25.5568036453,-15797
20191231,2019,2149110020033,-50001,150000,-27917,319154,1772913,1357311,415602,120,요약별도재무정보,30.6195116668,-27917
20201231,2020,2149110020033,-17076,150000,16687,356532,1830191,1373999,456192,120,요약별도재무정보,33.2017708892,16687
20161231,2016,2802110151329,83,200,76,1529,341,276,65,110,요약연결재무제표,23.55,83
20171231,2017,2802110151329,109,200,107,2136,680,384,296,110,요약연결재무제표,77.08,107
20181231,2018,2802110151329,105,200,106,2013,901,509,392,110,요약연결재무제표,77.01,115
20191231,2019,2802110151329,107,200,88,1736,1007,597,410,110,요약연결재무제표,68.68,100
20161231,2016,2149140030284,217,300,171,2914,2067,946,1121,110,요약연결재무제표,118.5,174
20171231,2017,2149140030284,176240,300000,180102,2722164,2232853,1125889,1106964,120,요약별도재무정보,98.3191060575,194665
20181231,2018,2149140030284,167431,300000,117220,2001579,2402144,1243110,1159034,120,요약별도재무정보,93.2366403616,144023
20191231,2019,2149140030284,212111,210000,161271,2433125,2699796,970401,1729395,120,요약별도재무정보,178.2144701005,174300
20201231,2020,2149140030284,579423,210000,462803,5668723,3315249,1433204,1882045,120,요약별도재무정보,131.3173142134,478691
20171231,2017,2148110021083,-29,20,-28,23,18,-8,26,110,요약연결재무제표,0,-28
20181231,2018,2148110021083,-7,20,-8,0,17,-16,33,110,요약연결재무제표,0,-8
20191231,2019,2148110021083,2,90,1,23,143,55,88,110,요약연결재무제표,160,1
20161231,2016,1601110314784,18747,150000,17868,576431,242531,-110497,353028,120,요약별도재무정보,-319.4910269057,17868
20171231,2017,1601110314784,66124,150000,62449,1917019,297296,-48048,345344,120,요약별도재무정보,-718.7479187479,63854
20181231,2018,1601110314784,826,330000,44278,332894,831572,146229,685343,120,요약별도재무정보,468.6778956294,45653
20191231,2019,1601110314784,62514,550000,42862,512835,845899,409091,436808,120,요약별도재무정보,106.775265161,42862
20201231,2020,1601110314784,241665,550000,156066,2765177,1681940,525158,1156782,120,요약별도재무정보,220.2731368464,158214
20191231,2019,1314110314642,151757,150000,110475,4768366,2536758,587369,1949389,120,요약별도재무정보,331.8848968876,124916
20181231,2018,1201110806771,82938,50000,72044,1348003,371395,171510,199885,120,요약별도재무정보,116.5442248265,81027
20191231,2019,1201110806771,143693,50000,125673,1712206,436310,297183,139127,120,요약별도재무정보,46.8152619766,140141
20201231,2020,1201110806771,368428,50000,307876,1630122,1312572,605059,707513,120,요약별도재무정보,116.9328941475,357368
20171231,2017,1201110820945,332403,10000,292052,2906758,975874,347102,628772,120,요약별도재무정보,181.1490570495,340632
20181231,2018,1201110820945,97903,100000,96604,2097652,1362098,465706,896392,120,요약별도재무정보,192.4802343109,101842
20191231,2019,1201110820945,182739,100000,153304,2253053,2335491,619011,1716480,120,요약별도재무정보,277.2939414646,161813
20201231,2020,1201110820945,219979,100000,132732,3317882,2575316,683743,1891573,120,요약별도재무정보,276.649706103,138968
20191231,2019,1201110993974,11111,10000,10452,236109,87716,20452,67264,120,요약별도재무정보,328.8871504009,11744
20191113,2019,1201111031236,0,33400,0,0,33400,33400,0,120,요약별도재무정보,0,0
20171231,2017,1211110275842,102837,50000,71987,1686955,1684752,279954,1404798,120,요약별도재무정보,501.7960093443,80605
20181231,2018,1211110275842,94197,50000,74218,1358492,1807724,354172,1453552,120,요약별도재무정보,410.4085020837,74218
20191231,2019,1211110275842,72937,50000,41816,1429755,1972882,395988,1576894,120,요약별도재무정보,398.2176227562,42334
20201231,2020,1211110275842,54141,50000,35764,1207420,1967792,431752,1536040,120,요약별도재무정보,355.7690526042,36257
20171231,2017,1201110751322,188267,50000,172654,1793166,1108066,493904,614162,120,요약별도재무정보,124.3484563801,193826
20181231,2018,1201110751322,179463,50000,185168,1829481,1446170,684606,761564,120,요약별도재무정보,111.2412102727,192756
20191231,2019,1201110751322,178481,50000,174125,1700014,2224870,858731,1366139,120,요약별도재무정보,159.0881195624,174125
20201231,2020,1201110751322,258418,50000,193857,2760267,2571340,1052588,1518752,120,요약별도재무정보,144.2874134989,200385
20171231,2017,1201110835803,92176,100000,66353,1360001,1970044,189908,1780136,120,요약별도재무정보,937.3675674537,73167
20181231,2018,1201110835803,91799,160000,63722,2154180,2134020,313629,1820391,120,요약별도재무정보,580.4281491826,70757
20191231,2019,1201110636821,66,50,62,956,998,477,521,110,요약연결재무제표,109.22,62
20201231,2020,1201110636821,54,50,44,931,985,501,484,110,요약연결재무제표,96.61,44
20201231,2020,1201111078709,-16722,100000,-7557,39828,720377,92443,627934,120,요약별도재무정보,679.2661423796,-7557
20161231,2016,1201510005759,27,107,13,485,151,112,39,110,요약연결재무제표,34.82,13
20171231,2017,1201510005759,23,134,23,560,198,161,37,110,요약연결재무제표,22.98,23
20161231,2016,1501110174015,36,35,37,471,259,96,163,110,요약연결재무제표,169.79,37
20171231,2017,1501110174015,54,126,46,648,368,233,135,110,요약연결재무제표,57.94,50
20161231,2016,1543110032489,10951,500000,19697,111403,844100,375417,468683,120,요약별도재무정보,124.8433075753,19697
20171231,2017,1543110032489,-14528,500000,-15885,150929,1026879,359531,667348,120,요약별도재무정보,185.6162611847,-15885
20201231,2020,1543110032489,16557,500000,3455,259803,1046819,354140,692679,120,요약별도재무정보,195.59468007,3455
20161231,2016,1314110342560,12,50,10,282,236,62,174,110,요약연결재무제표,280.65,12
20181231,2018,1501110133037,-57569,50000,18423,952251,643285,392840,250445,120,요약별도재무정보,63.7524182873,20610
20191231,2019,1501110263074,-8790,28125,-8481,15980,26514,19644,6870,120,요약별도재무정보,34.9725106902,-8481
20181231,2018,1501110247044,12,10,15,165,43,25,18,110,요약연결재무제표,72,15
20161231,2016,1350110104378,2489750,100000,2465690,11437507,9786627,8983135,803492,120,요약별도재무정보,8.9444497939,2656891
20191231,2019,1350110104378,611212,100000,558964,9553982,7473908,6237997,1235911,120,요약별도재무정보,19.8126257515,565639
20161231,2016,1101110588868,135085,522950,-59501,4775103,11735134,10714193,1020941,120,요약별도재무정보,9.5288651231,-57832
20171231,2017,1101110588868,2257881,522950,1956700,7712087,14831142,12670892,2160250,120,요약별도재무정보,17.048918103,2316518
20181231,2018,1101110588868,585278,522950,876133,7705691,13804966,12091496,1713470,120,요약별도재무정보,14.1708685178,996830
20171231,2017,1501110229589,1387,300,1163,6720,2548,1463,1085,110,요약연결재무제표,74.16,1373
20181231,2018,1501110229589,2075,300,1753,10921,4932,2900,2032,110,요약연결재무제표,70.07,2113
20191231,2019,1501110229589,2394,309,2325,13772,11215,5771,5444,110,요약연결재무제표,94.33,2751
20201231,2020,1501110229589,1112,309,1404,13858,13203,7170,6033,110,요약연결재무제표,84.14,1493
20161231,2016,1501110201222,21,70,18,517,254,109,145,110,요약연결재무제표,133.03,20
20171231,2017,1501110201222,21424,70000,18316,563920,271541,127540,144001,120,요약별도재무정보,112.9065391249,19979
20181231,2018,1501110201222,37258,70000,34033,1046796,306794,161572,145222,120,요약별도재무정보,89.8806723937,35749
20191231,2019,1501110201222,16760,70000,8915,569331,585156,170488,414668,120,요약별도재무정보,243.2241565388,11897
20201231,2020,1501110201222,22755,70000,5619,342621,578174,176107,402067,120,요약별도재무정보,228.3083579869,6955
20181231,2018,1501110246955,-7857,10000,-7852,43927,9202,2148,7054,120,요약별도재무정보,328.398510242,-7852
20191231,2019,1501110246955,-1625,10000,-1754,64249,156099,395,155704,120,요약별도재무정보,39418.7341772151,-1754
20161231,2016,1615110096721,224105,100000,302826,1457410,1610620,1194960,415660,120,요약별도재무정보,34.7844279306,318081
20171231,2017,1615110096721,494125,100000,453455,1915734,1969491,1648416,321075,120,요약별도재무정보,19.477789587,492203
20181231,2018,1615110096721,268859,100000,211723,1670670,2192056,1860139,331917,120,요약별도재무정보,17.8436665216,274475
20191231,2019,1615110096721,172955,100000,145718,1478777,2136484,1855857,280627,120,요약별도재무정보,15.1211542699,173848
20201231,2020,1615110096721,148772,100000,134626,1633649,2102488,1840482,262006,120,요약별도재무정보,14.2357273801,148567
20191231,2019,1501110277455,-1,30,-1,0,30,29,1,110,요약연결재무제표,3.45,-1
20161231,2016,1501110152912,172887,150000,92958,3470928,2087960,873288,1214672,120,요약별도재무정보,139.091800185,104732
20171231,2017,1501110152912,122532,150000,80334,2904457,2063666,953622,1110044,120,요약별도재무정보,116.4029353349,87923
20181231,2018,1501110152912,132511,150000,80594,3726282,2582373,1034216,1548157,120,요약별도재무정보,149.6937777021,88296
20201231,2020,1501110152912,240010,150000,75939,3421407,2834237,1162091,1672146,120,요약별도재무정보,143.8911410552,83885
20171231,2017,1501710014041,-2,524,-2,51,554,522,32,110,요약연결재무제표,6.13,-2
20181231,2018,1501710014041,-21,524,50,252,590,572,18,110,요약연결재무제표,3.15,50
20181231,2018,1501110259643,-1,11,-1,8,11,10,1,110,요약연결재무제표,10,-1
20191231,2019,1501110259643,-25,11,-2,162,34,8,26,110,요약연결재무제표,325,-2
20171231,2017,1346110022157,156103,70000,100040,2248781,2811301,941306,1869995,120,요약별도재무정보,198.6596282186,111661
20161231,2016,1701110447848,466,136,665,2410,2402,1372,1030,110,요약연결재무제표,75.07,665
20171231,2017,1701110447848,308,136,288,2552,2520,1660,860,110,요약연결재무제표,51.81,299
20181231,2018,1701110447848,724,136,741,4146,3425,2401,1024,110,요약연결재무제표,42.65,745
20191231,2019,1701110447848,864,119,714,3657,4341,2556,1785,110,요약연결재무제표,69.84,730
20161231,2016,1701110418659,166,100,112,3393,2040,564,1476,110,요약연결재무제표,261.7,128
20171231,2017,1701110418659,100,100,49,3230,2343,615,1728,110,요약연결재무제표,280.98,62
20181231,2018,1701110418659,113,100,68,4611,2299,687,1612,110,요약연결재무제표,234.64,77
20191231,2019,1701110418659,85,100,36,4016,2327,723,1604,110,요약연결재무제표,221.85,43
20201231,2020,1701110418659,169604,100000,125409,3491739,2354484,618363,1736121,120,요약별도재무정보,280.7608152492,127204
20161231,2016,1701110497017,98945,150000,15821,1699918,3202590,407765,2794825,120,요약별도재무정보,685.4009049329,16724
20171231,2017,1701110497017,117195,200000,39194,1739315,4044528,1332867,2711661,120,요약별도재무정보,203.4457301441,39194
20181231,2018,1701110497017,159460,200000,63624,1782174,4253713,1646250,2607463,120,요약별도재무정보,158.3880334092,63624
20201231,2020,1701110497017,23386,200000,5497725,1910438,8288327,6284905,2003422,120,요약별도재무정보,31.8767268558,5497824
20201231,2020,1701110357774,98315,300000,96869,4051651,6173709,4806483,1367226,120,요약별도재무정보,28.4454558561,122445
20191231,2019,1701110691875,-130045,50000,-130039,210498,160408,-88265,248673,120,요약별도재무정보,-281.7345493683,-130039
20201231,2020,1701110691875,356,50000,-6599,301157,126541,-94864,221405,120,요약별도재무정보,-233.3920138303,-6599
20161231,2016,1201110821886,-20678,5000,-4312,37177,28816,688,28128,120,요약별도재무정보,4088.3720930232,-4312
20171231,2017,1201110821886,-43781,5000,28112,124550,176742,28799,147943,120,요약별도재무정보,513.7088093336,30869
20181231,2018,1201110821886,-159161,5000,-158803,117589,116674,-130004,246678,120,요약별도재무정보,-189.7464693394,-158803
20191231,2019,1201110821886,-2844,100000,36257,270812,228502,1253,227249,120,요약별도재무정보,18136.3926576217,36257
20201231,2020,1201110821886,-31521,100000,264,216789,355732,1518,354214,120,요약별도재무정보,23334.2555994729,264
20171231,2017,1201110883472,143057,50000,118858,494715,516936,168858,348078,120,요약별도재무정보,206.1365170735,137182
20181231,2018,1201110883472,182854,50000,180323,1546490,951111,349180,601931,120,요약별도재무정보,172.3841571682,190052
20191231,2019,1201110883472,144504,50000,148574,1434970,1446153,497754,948399,120,요약별도재무정보,190.5356863028,151734
20201231,2020,1201110883472,157462,50000,170277,1625577,1631653,668032,963621,120,요약별도재무정보,144.2477306476,172212
20201231,2020,1101117605574,7420,1000,7109,140891,42953,8109,34844,120,요약별도재무정보,429.6954001726,7905
20201231,2020,1201111092064,-46362,200000,-46888,9725,430982,153112,277870,120,요약별도재무정보,181.4815298604,-46888
20181231,2018,1201110867046,303456,50000,295492,3519961,891499,674945,216554,120,요약별도재무정보,32.084688382,308491
20171231,2017,1201110595952,67251,50000,61401,968113,622441,517982,104459,120,요약별도재무정보,20.1665308833,67507
20181231,2018,1201110595952,279370,50000,247841,1514501,991504,765823,225681,120,요약별도재무정보,29.4690809756,280471
20161231,2016,1201110852922,-3,10,-3,0,14,7,7,110,요약연결재무제표,100,-3
20171231,2017,1201110852922,-45,30,-46,123,109,-19,128,110,요약연결재무제표,0,-46
20181231,2018,1201110852922,2,100,49,389,646,100,546,110,요약연결재무제표,546,49
20191231,2019,1201110852922,54,200,39,1328,1302,239,1063,110,요약연결재무제표,444.77,39
20201231,2020,1201110852922,224,200,198,1838,2493,437,2056,110,요약연결재무제표,470.48,199
20171231,2017,1201110869399,126,10,113,1028,421,123,298,110,요약연결재무제표,242.28,124
20181231,2018,1201110869399,139,10,121,1907,493,244,249,110,요약연결재무제표,102.05,134
20191231,2019,1201110869399,153,10,135,2221,804,379,425,110,요약연결재무제표,112.14,148
20201231,2020,1201110869399,167449,10000,127870,2089838,1406286,506785,899501,120,요약별도재무정보,177.491638466,141502
20201231,2020,1101117713129,19,30,17,20,51,47,4,110,요약연결재무제표,8.51,19
20171231,2017,2001110504211,18628,10000,18431,585003,352621,28431,324190,120,요약별도재무정보,1140.26942422,18431
20181231,2018,2001110504211,67887,50000,53855,1814151,443120,122285,320835,120,요약별도재무정보,262.3666026086,58106
20191231,2019,2001110504211,69124,50000,68443,2334557,613854,190728,423126,120,요약별도재무정보,221.8478671196,75528
20201231,2020,2001110504211,52857,50000,62272,2259095,893210,253000,640210,120,요약별도재무정보,253.04743083,71777
20161231,2016,2001110437678,31864,250000,175672,2148706,2065728,425792,1639936,120,요약별도재무정보,385.149556591,175672
20171231,2017,2001110437678,220988,250000,197509,3620286,2528068,623301,1904767,120,요약별도재무정보,305.5934452214,197509
20181231,2018,2001110437678,203961,250000,209598,4623154,4090290,832898,3257392,120,요약별도재무정보,391.0913461192,209598
20191231,2019,2001110437678,135246,250000,83359,4782045,4337119,916257,3420862,120,요약별도재무정보,373.3517997679,83359
20201231,2020,2001110437678,164179,250000,84756,5266185,4219086,1001013,3218073,120,요약별도재무정보,321.4816390995,84756
20171231,2017,1101116493813,-98307,50000,-95208,84660,271647,-45208,316855,120,요약별도재무정보,-700.8825871527,-95208
20181231,2018,1101116493813,479398,50000,389242,10228668,2133202,344034,1789168,120,요약별도재무정보,520.0555759023,443970
20191231,2019,1101116493813,762076,200000,542815,14667996,3753520,863749,2889771,120,요약별도재무정보,334.5614293041,666627
